Landmark 0 x,Landmark 0 y,Landmark 0 z,Landmark 1 x,Landmark 1 y,Landmark 1 z,Landmark 2 x,Landmark 2 y,Landmark 2 z,Landmark 3 x,Landmark 3 y,Landmark 3 z,Landmark 4 x,Landmark 4 y,Landmark 4 z,Landmark 5 x,Landmark 5 y,Landmark 5 z,Landmark 6 x,Landmark 6 y,Landmark 6 z,Landmark 7 x,Landmark 7 y,Landmark 7 z,Landmark 8 x,Landmark 8 y,Landmark 8 z,Landmark 9 x,Landmark 9 y,Landmark 9 z,Landmark 10 x,Landmark 10 y,Landmark 10 z,Landmark 11 x,Landmark 11 y,Landmark 11 z,Landmark 12 x,Landmark 12 y,Landmark 12 z,Landmark 13 x,Landmark 13 y,Landmark 13 z,Landmark 14 x,Landmark 14 y,Landmark 14 z,Landmark 15 x,Landmark 15 y,Landmark 15 z,Landmark 16 x,Landmark 16 y,Landmark 16 z,Landmark 17 x,Landmark 17 y,Landmark 17 z,Landmark 18 x,Landmark 18 y,Landmark 18 z,Landmark 19 x,Landmark 19 y,Landmark 19 z,Landmark 20 x,Landmark 20 y,Landmark 20 z,Label
0.0,0.0,0.07414194196462631,0.00565103255212307,-0.023243363946676254,0.05449527129530907,0.015458726324141026,-0.036240048706531525,0.03294052928686142,0.020158518105745316,-0.05519698187708855,0.0036502021830528975,0.01032671146094799,-0.06822677701711655,-0.007067324128001928,0.009817531332373619,-0.015677940100431442,-0.005711830221116543,0.032793622463941574,-0.010881654918193817,-0.010541639290750027,0.0341731533408165,-0.0021682651713490486,0.010138439945876598,0.01784711331129074,0.0013786633498966694,0.04095451161265373,0.0024196330923587084,-0.0038394848816096783,-0.004084885120391846,0.029279449954628944,0.00539349764585495,-0.007579657714813948,0.028055604547262192,0.005195865407586098,0.016950128600001335,0.006093040108680725,0.0020070308819413185,0.04498405382037163,-0.006401681341230869,0.008968988433480263,0.003158171894028783,0.02590850368142128,0.014585183002054691,0.000602907151915133,0.0304877869784832,0.013919316232204437,0.026075145229697227,0.011059318669140339,0.012553189881145954,0.0496489554643631,-0.00932552944868803,0.027800967916846275,0.01323368027806282,0.009360507130622864,0.027841590344905853,0.013515762984752655,0.0211768988519907,0.025828104466199875,0.032919950783252716,0.008301254361867905,0.027067910879850388,0.04371735453605652,good
0.0,0.0,0.07813837379217148,0.006656663492321968,-0.022481918334960938,0.05657303333282471,0.015234088525176048,-0.03861522674560547,0.04124500975012779,0.01845237798988819,-0.05611801892518997,0.010365776717662811,0.010408563539385796,-0.06343989819288254,-0.002458824310451746,0.00805964320898056,-0.01921015977859497,-0.004547846969217062,0.02982986345887184,-0.015643462538719177,-0.0077184392139315605,0.032382383942604065,-0.007841439917683601,0.012691964395344257,0.014469285495579243,-0.0046580140478909016,0.04131271690130234,0.0029255892150104046,-0.00233736471273005,-0.004983648657798767,0.027084756642580032,0.004171138629317284,-0.005691164638847113,0.025867994874715805,0.0019498858600854874,0.02057144045829773,0.007992342114448547,0.0022981769870966673,0.043279457837343216,-0.005855242721736431,0.011238458566367626,0.0005459438543766737,0.024463050067424774,0.015739932656288147,0.001398386200889945,0.029318179935216904,0.014655498787760735,0.02668134495615959,0.013787311501801014,0.013107934035360813,0.045998308807611465,-0.005074852146208286,0.03015829250216484,0.011701861396431923,0.015356083400547504,0.031456924974918365,0.010220782831311226,0.024944329634308815,0.02764282003045082,0.030496375635266304,0.00895773246884346,0.02749326452612877,0.03838251903653145,good
0.0,0.0,0.07986877858638763,0.0025606462731957436,-0.022893989458680153,0.05690271779894829,0.010247556492686272,-0.03973083943128586,0.041356563568115234,0.013721475377678871,-0.05541008710861206,0.013439800590276718,0.00926818884909153,-0.061535682529211044,0.003258797340095043,0.008506033569574356,-0.01981862634420395,-0.0060086785815656185,0.0300564244389534,-0.014116060920059681,-0.010149167850613594,0.02947758510708809,-0.008487698622047901,0.0070638591423630714,0.013020535930991173,-0.00760958855971694,0.03422967717051506,0.0031360702123492956,-0.003422861685976386,-0.005733497906476259,0.02713315561413765,0.005132423713803291,-0.007018163334578276,0.02655325084924698,0.0030031483620405197,0.016979604959487915,0.0077590337023139,0.0007729355711489916,0.03982526808977127,-0.0052790045738220215,0.011735273525118828,0.0013186264550313354,0.02463419735431671,0.017264854162931442,0.0018758733058348298,0.027694689109921455,0.016005564481019974,0.025821762159466743,0.01245083473622799,0.010951383039355278,0.0427357517182827,-0.005472071468830109,0.030492858961224556,0.014562128111720085,0.0141835305839777,0.03369853273034096,0.014535091817378998,0.023454079404473305,0.029137056320905685,0.03253689408302307,0.007881972007453442,0.028423085808753967,0.03694545105099678,good
0.0,0.0,0.07910202443599701,-0.001550259068608284,-0.02398972399532795,0.05555925890803337,0.00760548934340477,-0.04137648642063141,0.03993167355656624,0.012197321280837059,-0.05632506310939789,0.01282811351120472,0.008082730695605278,-0.06269994378089905,0.005941370502114296,0.00806143693625927,-0.01882416568696499,-0.007541777566075325,0.031038407236337662,-0.012750593014061451,-0.010180529206991196,0.03079424798488617,-0.007670990191400051,0.008217794820666313,0.015001313760876656,-0.008135194890201092,0.034386586397886276,0.003549379762262106,-0.0034455335699021816,-0.005710435565561056,0.02807936817407608,0.0053969621658325195,-0.006119457073509693,0.027281902730464935,0.0022802837193012238,0.018174324184656143,0.008481516502797604,-0.0004133004695177078,0.04006202146410942,-0.004947481211274862,0.011453020386397839,0.001759847509674728,0.025894630700349808,0.017267368733882904,0.0020625824108719826,0.028186030685901642,0.015073273330926895,0.0252931360155344,0.011368559673428535,0.010131610557436943,0.0435999259352684,-0.004034821875393391,0.02973359450697899,0.01635909266769886,0.015668481588363647,0.032852139323949814,0.015608168207108974,0.02284461259841919,0.027410214766860008,0.03328730911016464,0.00757517758756876,0.027551788836717606,0.03987324237823486,good
0.0,0.0,0.07582011818885803,-0.0017314041033387184,-0.01985500007867813,0.0520055815577507,0.0063494723290205,-0.037923600524663925,0.0388314388692379,0.011997513473033905,-0.05225856229662895,0.015922993421554565,0.008345166221261024,-0.0592794194817543,0.00987517274916172,0.007941875606775284,-0.01917506754398346,-0.007798068691045046,0.029634904116392136,-0.008101286366581917,-0.010221953503787518,0.030261598527431488,-0.004685874097049236,0.004162956029176712,0.014885008335113525,-0.008657285943627357,0.02976897917687893,0.0034901751205325127,-0.004055643919855356,-0.004918938968330622,0.026724159717559814,0.007274378091096878,-0.005910140462219715,0.026958923786878586,0.004750419408082962,0.015191689133644104,0.009524112567305565,0.0017228205688297749,0.0359480194747448,-0.004816215485334396,0.011576944030821323,0.0024968008510768414,0.02576032094657421,0.018477555364370346,0.002488246886059642,0.02655623108148575,0.01704837568104267,0.022689182311296463,0.011775406077504158,0.01349696982651949,0.039696622639894485,-0.002277810126543045,0.02865947037935257,0.016737667843699455,0.017385533079504967,0.0331093929708004,0.015334413386881351,0.021471943706274033,0.027902530506253242,0.03048134408891201,0.007090543396770954,0.02800106629729271,0.03617165610194206,good
0.0,0.0,0.07780134677886963,-0.0005858130753040314,-0.0139643345028162,0.052907511591911316,0.007646939717233181,-0.03343968465924263,0.03808167204260826,0.012808317318558693,-0.051671747118234634,0.012118375860154629,0.010296491906046867,-0.05855224281549454,0.009623317047953606,0.007979951798915863,-0.01889912784099579,-0.007434924598783255,0.029412899166345596,-0.00594605877995491,-0.011495980434119701,0.03101123496890068,-0.00424728449434042,0.001239500823430717,0.014699257910251617,-0.006226225756108761,0.021048305556178093,0.0033316602930426598,-0.004683931358158588,-0.005334978457540274,0.026556463912129402,0.006600992754101753,-0.006674344185739756,0.028568748384714127,0.00406264141201973,0.010357567109167576,0.010177063755691051,0.0033134797122329473,0.02942615933716297,-0.004637870471924543,0.011712126433849335,0.00208069896325469,0.025579165667295456,0.01806333288550377,0.0010062396759167314,0.026835046708583832,0.01900174841284752,0.019983891397714615,0.009590357542037964,0.016023315489292145,0.035865072160959244,-0.0012966534122824669,0.027814902365207672,0.016125721856951714,0.018414931371808052,0.03251701220870018,0.013913809321820736,0.021052855998277664,0.031249113380908966,0.027186671271920204,0.0075801070779562,0.030689826235175133,0.032313380390405655,good
0.0,0.0,0.07393553107976913,-0.0027787410654127598,-0.017689980566501617,0.04989014193415642,0.005382688716053963,-0.03693882003426552,0.03641810268163681,0.011992359533905983,-0.052319880574941635,0.013157405890524387,0.007128657773137093,-0.057501986622810364,0.007675510831177235,0.007835427299141884,-0.01947775110602379,-0.008136248216032982,0.029237858951091766,-0.008966800756752491,-0.008416603319346905,0.029024429619312286,-0.005767103284597397,0.004058747552335262,0.01309814304113388,-0.007630523294210434,0.025268593803048134,0.0041213673539459705,-0.0037697399966418743,-0.004793356638401747,0.026235923171043396,0.005422656424343586,-0.0054380930960178375,0.02621709182858467,0.0032603656873106956,0.015377487055957317,0.008051333017647266,0.0017119802068918943,0.03587908297777176,-0.004735187627375126,0.011457264423370361,0.0025026111397892237,0.026117224246263504,0.016831059008836746,0.0026554942596703768,0.027553699910640717,0.015574317425489426,0.02294435165822506,0.012192917987704277,0.012844178825616837,0.03857017308473587,-0.0016522137448191643,0.02767575904726982,0.016545480117201805,0.019865142181515694,0.030835485085844994,0.014740753918886185,0.023451324552297592,0.026139888912439346,0.030503861606121063,0.00695002730935812,0.027541980147361755,0.03578590601682663,good
0.0,0.0,0.07480523735284805,-0.00127366092056036,-0.018086116760969162,0.05069360509514809,0.005718276835978031,-0.036771319806575775,0.038175318390131,0.010153410956263542,-0.053005632013082504,0.014461508952081203,0.006068568676710129,-0.05795280635356903,0.007546278182417154,0.0072181993164122105,-0.020088717341423035,-0.007788198068737984,0.029343008995056152,-0.01070737186819315,-0.009714233689010143,0.02844027429819107,-0.006535284221172333,0.0034040501341223717,0.011647860519587994,-0.006814839318394661,0.02727537788450718,0.0037495975848287344,-0.004163484554737806,-0.005089893471449614,0.02642403542995453,0.004979271441698074,-0.005802605301141739,0.026257921010255814,0.003406524658203125,0.015434114262461662,0.00818825513124466,0.0020851732697337866,0.037198372185230255,-0.004532692953944206,0.011795357801020145,0.001981091685593128,0.026107052341103554,0.017526909708976746,0.0020475969649851322,0.027179162949323654,0.016109105199575424,0.02221071906387806,0.01236170344054699,0.01265757530927658,0.038758810609579086,-0.0015825359150767326,0.029273398220539093,0.016062209382653236,0.019543571397662163,0.03218696266412735,0.014745079912245274,0.023729760199785233,0.026917386800050735,0.029405325651168823,0.007215285673737526,0.028378907591104507,0.03445817530155182,good
0.0,0.0,0.0770750343799591,-0.001574646681547165,-0.020224377512931824,0.05328800529241562,0.005226352252066135,-0.038692597299814224,0.0398823581635952,0.008426273241639137,-0.05472572520375252,0.015232275240123272,0.004548247903585434,-0.05991893261671066,0.007908680476248264,0.00731975631788373,-0.020632417872548103,-0.007975233718752861,0.02921915240585804,-0.013276474550366402,-0.01034803781658411,0.02830066718161106,-0.0075881602242589,0.004618592094630003,0.011478849686682224,-0.0063469428569078445,0.030103763565421104,0.003597365226596594,-0.003937380854040384,-0.005400003865361214,0.026684995740652084,0.00449632853269577,-0.006318409461528063,0.026598233729600906,0.0026454702019691467,0.01617700792849064,0.008591249585151672,0.002378686796873808,0.03928957134485245,-0.004630468785762787,0.012046091258525848,0.0022873603738844395,0.026342518627643585,0.01627204194664955,0.0027179147582501173,0.027274545282125473,0.015157122164964676,0.024134861305356026,0.012081586755812168,0.011325949802994728,0.040891919285058975,-0.002256820909678936,0.030039403587579727,0.01639893464744091,0.01926194317638874,0.03193563222885132,0.01586335152387619,0.023976368829607964,0.026468858122825623,0.03212448209524155,0.008123351261019707,0.027711186558008194,0.03647906333208084,good
0.0,0.0,0.08106537908315659,-0.0022838879376649857,-0.02118488773703575,0.05622201785445213,0.004139257594943047,-0.039152421057224274,0.04104321077466011,0.007857181131839752,-0.05501628667116165,0.014873871579766273,0.004989279434084892,-0.061259523034095764,0.006957951467484236,0.007189409341663122,-0.020772140473127365,-0.007725885603576899,0.03000219538807869,-0.012921841815114021,-0.011349387466907501,0.029965775087475777,-0.0074827950447797775,0.0032969615422189236,0.014525670558214188,-0.006907789036631584,0.029103048145771027,0.0034915113355964422,-0.004089754540473223,-0.005488022230565548,0.027825649827718735,0.0047236718237400055,-0.006945966277271509,0.026734815910458565,0.0023599648848176003,0.014694995246827602,0.008523494936525822,0.0016512360889464617,0.03704183176159859,-0.0046678269281983376,0.011990022845566273,0.002288386458531022,0.026248155161738396,0.015860864892601967,0.0024487904738634825,0.02766595222055912,0.01442122831940651,0.024357598274946213,0.012663902714848518,0.01127595268189907,0.04274839162826538,-0.0027408581227064133,0.030229562893509865,0.01679256558418274,0.01874132640659809,0.03108770027756691,0.015223674476146698,0.023835109546780586,0.025825588032603264,0.03224053606390953,0.009027792140841484,0.02685953676700592,0.03753470256924629,good
