,Landmark 1 x,Landmark 1 y,Landmark 2 x,Landmark 2 y,Landmark 3 x,Landmark 3 y,Landmark 4 x,Landmark 4 y,Landmark 5 x,Landmark 5 y,Landmark 6 x,Landmark 6 y,Landmark 7 x,Landmark 7 y,Landmark 8 x,Landmark 8 y,Landmark 9 x,Landmark 9 y,Landmark 10 x,Landmark 10 y,Landmark 11 x,Landmark 11 y,Landmark 12 x,Landmark 12 y,Landmark 13 x,Landmark 13 y,Landmark 14 x,Landmark 14 y,Landmark 15 x,Landmark 15 y,Landmark 16 x,Landmark 16 y,Landmark 17 x,Landmark 17 y,Landmark 18 x,Landmark 18 y,Landmark 19 x,Landmark 19 y,Landmark 20 x,Landmark 20 y,Label
0,0.4471420347690582,0.5907076597213745,0.4695950746536255,0.5130981206893921,0.47129347920417786,0.4512048363685608,0.45586976408958435,0.40506821870803833,0.5043419599533081,0.5156470537185669,0.5688215494155884,0.5404995679855347,0.5533382296562195,0.5603039860725403,0.5304760336875916,0.5591029524803162,0.5104537010192871,0.5567202568054199,0.5728071928024292,0.585487425327301,0.5515296459197998,0.599903404712677,0.5283206105232239,0.59593266248703,0.5151723027229309,0.6014853715896606,0.5655636191368103,0.6236734986305237,0.5455486178398132,0.6363555192947388,0.5235540866851807,0.6308327317237854,0.5181636214256287,0.6453771591186523,0.555401086807251,0.6606186032295227,0.5357240438461304,0.6714951395988464,0.5167664289474487,0.6695193648338318,👍
1,0.44735389947891235,0.5982696413993835,0.4708903729915619,0.5184725522994995,0.4742107093334198,0.4562423527240753,0.45878252387046814,0.4071997404098511,0.505914032459259,0.5144903063774109,0.5746427774429321,0.5420600175857544,0.5575807094573975,0.562536358833313,0.5325034260749817,0.5614976286888123,0.511915385723114,0.5568963289260864,0.5782970786094666,0.5891690254211426,0.5560837388038635,0.6042534112930298,0.531680703163147,0.5997898578643799,0.5158352851867676,0.6032097339630127,0.5697184205055237,0.6285670399665833,0.5478464961051941,0.6413675546646118,0.5241082906723022,0.6346318125724792,0.5184930562973022,0.648955225944519,0.5578498840332031,0.6630694270133972,0.5361072421073914,0.6732531785964966,0.5145053863525391,0.6702985167503357,👍
2,0.44775062799453735,0.5943887233734131,0.47182148694992065,0.5165078043937683,0.47466787695884705,0.45528706908226013,0.4595162272453308,0.40764856338500977,0.5077839493751526,0.51494300365448,0.5762446522712708,0.5423415303230286,0.5606551766395569,0.5624660849571228,0.5367622375488281,0.5620262026786804,0.5135084390640259,0.5557340979576111,0.5807186961174011,0.5884793996810913,0.5583569407463074,0.6041200757026672,0.5335872173309326,0.6000378131866455,0.5170858502388,0.6015439629554749,0.5730408430099487,0.6271525621414185,0.551027238368988,0.6405353546142578,0.5264857411384583,0.6345385313034058,0.5191023349761963,0.6477043628692627,0.5610696077346802,0.6634226441383362,0.5392754077911377,0.6724953651428223,0.5169090032577515,0.6685563325881958,👍
3,0.44757914543151855,0.5949263572692871,0.471340149641037,0.5159985423088074,0.47419100999832153,0.45373648405075073,0.4582332670688629,0.40540748834609985,0.5074473023414612,0.5149001479148865,0.576472282409668,0.5418981313705444,0.5625817775726318,0.5644336342811584,0.5399613976478577,0.5656213164329529,0.5134645104408264,0.556740403175354,0.5821833610534668,0.5883399844169617,0.5605695843696594,0.6057341694831848,0.5357222557067871,0.6026391983032227,0.517586350440979,0.6025622487068176,0.5739759206771851,0.6287209391593933,0.5523117184638977,0.6426305174827576,0.5277741551399231,0.6361719369888306,0.520289957523346,0.6478877663612366,0.5610780119895935,0.6641793251037598,0.53907310962677,0.6737476587295532,0.5167129039764404,0.6695051193237305,👍
4,0.44894206523895264,0.5906610488891602,0.4722291827201843,0.5114197731018066,0.4742136001586914,0.4488546848297119,0.45735791325569153,0.4014107286930084,0.5095402598381042,0.5060179233551025,0.5783988237380981,0.5356610417366028,0.5645627379417419,0.5590537190437317,0.5420388579368591,0.5591220855712891,0.5149029493331909,0.5462892055511475,0.582778811454773,0.5827648639678955,0.5611143708229065,0.6009589433670044,0.5364515781402588,0.5966887474060059,0.5182666778564453,0.5916351079940796,0.5735039114952087,0.6232638955116272,0.5516564846038818,0.6373115181922913,0.5271089673042297,0.629208505153656,0.5201689600944519,0.6374279260635376,0.5602471232414246,0.6584416031837463,0.5376319289207458,0.6680005192756653,0.5149614214897156,0.6620703935623169,👍
5,0.44994813203811646,0.5929480791091919,0.47382721304893494,0.5133892297744751,0.4761062264442444,0.45106425881385803,0.4597032964229584,0.4031708240509033,0.5096434950828552,0.5066466331481934,0.579226016998291,0.5370908975601196,0.5643144845962524,0.5594105124473572,0.541008472442627,0.5595884323120117,0.5155224204063416,0.5466083288192749,0.585168719291687,0.5832662582397461,0.5631976127624512,0.6006234288215637,0.5387731194496155,0.5964720845222473,0.519208550453186,0.5928843021392822,0.5770951509475708,0.6231087446212769,0.5551561713218689,0.6379396915435791,0.5308316349983215,0.6314476132392883,0.521428108215332,0.6403301954269409,0.5639792084693909,0.660140335559845,0.5420507192611694,0.6706932783126831,0.5198941230773926,0.6664812564849854,👍
6,0.44978412985801697,0.5920027494430542,0.47387731075286865,0.5129126906394958,0.4760212302207947,0.45081689953804016,0.45954686403274536,0.4033374786376953,0.5099847912788391,0.5054563283920288,0.5795464515686035,0.5371853709220886,0.5641820430755615,0.5594820380210876,0.5403680801391602,0.559169590473175,0.5155218839645386,0.545615017414093,0.5850268006324768,0.5832618474960327,0.5623075366020203,0.600031852722168,0.5375339388847351,0.5952449440956116,0.5189180970191956,0.592176616191864,0.5762110352516174,0.6232218146324158,0.5538830161094666,0.6369968056678772,0.5295692682266235,0.6296706199645996,0.5208269953727722,0.6399169564247131,0.5630319118499756,0.6600385308265686,0.5407009720802307,0.669956386089325,0.5185804963111877,0.6655445098876953,👍
7,0.45341062545776367,0.5980137586593628,0.4758289158344269,0.5186153054237366,0.47845715284347534,0.4570310413837433,0.46303704380989075,0.40931040048599243,0.5134963393211365,0.5162280797958374,0.5796069502830505,0.542430579662323,0.5663720965385437,0.567272424697876,0.5450856685638428,0.5700216889381409,0.5198699235916138,0.5572162866592407,0.5845364332199097,0.5890073180198669,0.5657584071159363,0.6076782941818237,0.5434888005256653,0.6053208112716675,0.5240097045898438,0.6033133268356323,0.5782530307769775,0.6301816701889038,0.5593458414077759,0.6454771161079407,0.5366756916046143,0.64006108045578,0.5266781449317932,0.6494176983833313,0.5674904584884644,0.666167140007019,0.5482233166694641,0.6763970851898193,0.5276299715042114,0.6724085211753845,👍
8,0.4526914358139038,0.5974366068840027,0.4758073687553406,0.5184605717658997,0.47788411378860474,0.4561603367328644,0.461336225271225,0.408809095621109,0.5141462087631226,0.5159993171691895,0.5809116363525391,0.5433272123336792,0.568044126033783,0.5684165954589844,0.54701167345047,0.5707158446311951,0.5202499032020569,0.5571154356002808,0.5849046111106873,0.591053307056427,0.5649641752243042,0.6097279787063599,0.5422356724739075,0.6061586737632751,0.5242794752120972,0.6030852794647217,0.5774050354957581,0.6323773264884949,0.5573727488517761,0.6469711065292358,0.5342340469360352,0.6398757100105286,0.5266229510307312,0.6486968398094177,0.5659084320068359,0.6685316562652588,0.5450078248977661,0.6785523295402527,0.5235843062400818,0.6736873388290405,👍
9,0.4554477035999298,0.6051425933837891,0.4805769920349121,0.5261488556861877,0.4828473627567291,0.4631200134754181,0.46673783659935,0.4135183095932007,0.5202392935752869,0.523716151714325,0.586228609085083,0.554837167263031,0.5712890625,0.5794308185577393,0.5490572452545166,0.5814781188964844,0.525039553642273,0.5644220113754272,0.5899292826652527,0.6000208854675293,0.5690404176712036,0.6181833744049072,0.545154333114624,0.615851104259491,0.5269039273262024,0.6111696362495422,0.5815261006355286,0.6395028233528137,0.560423731803894,0.6540112495422363,0.5364314317703247,0.6482357978820801,0.5271474719047546,0.6586704850196838,0.5675903558731079,0.6763351559638977,0.5461549162864685,0.6848830580711365,0.5243244767189026,0.6798059344291687,👍
